Meanint	Meaning_ID	Word	List1	List2	Similarity
the week	150	anƛ’	{'ÁНКЬИ', 'anƛ’'}	{'ÁНКЬИ', 'anƛ’', 'анл1', 'анкьи', 'анкь', 'акьо'}	DIFFERENT
the week	150	акьо	{'анл1', 'гьокьу', 'анкьи', 'анкь', 'акьо', 'гьакьу'}	{'ÁНКЬИ', 'anƛ’', 'анл1', 'анкьи', 'анкь', 'акьо'}	DIFFERENT
the week	150	гьакьу	{'анл1', 'гьокьу', 'анкьи', 'анкь', 'акьо', 'гьакьу'}	{'гьакьу', 'гьокьу'}	DIFFERENT
the wheel	151	char	{'char', 'чарх', 'чарххи'}	{'char'}	DIFFERENT
the wheel	151	ülük	{'ülük', 'üzük'}	{'ülük'}	DIFFERENT
the wheel	151	üzük	{'ülük', 'üzük'}	{'üzük'}	DIFFERENT
the wheel	151	чарх	{'char', 'чарх', 'чарххи'}	{'чарх', '*чарх', 'чарххи'}	DIFFERENT
the whip	152	gəmçi podtv	{'гамчы', 'gəmçi podtv', 'къамчи', 'анчи', 'ghamchee', 'qamçi', 'qamči', 'къемчи', "q'amči", 'qamshah', 'камча', 'къамучу', 'qamçı', 'КЪАМЧИ', 'кьамчи', 'q(g)amçı'}	{'гамчы', 'gəmçi podtv', 'къамчи', 'ghamchee', 'qamçi', 'qamči', 'къемчи', "q'amči", 'qamshah', 'камча', 'къамучу', 'qamçı', 'КЪАМЧИ', 'кьамчи', 'q(g)amçı'}	DIFFERENT
the whip	152	анчи	{'гамчы', 'gəmçi podtv', 'къамчи', 'анчи', 'ghamchee', 'qamçi', 'qamči', 'къемчи', "q'amči", 'qamshah', 'камча', 'къамучу', 'qamçı', 'КЪАМЧИ', 'кьамчи', 'q(g)amçı'}	{'анчи'}	DIFFERENT
the whip	152	гермадж	{'гъирмадж', 'къырмадж', 'къирмаж', 'хъирмадж', 'гъирмач', 'къирмадж', 'гермадж', 'къирмаджа', 'гъирмаджа', 'гырманҹä', 'къирмадж подтвердил', 'къирмаж подтвердил', 'гырманч', 'гъирмаж'}	{'гъирмадж', 'къырмадж', 'къирмаж', 'хъирмадж', 'кирмадж', 'гъирмач', 'къирмадж', 'гермадж', 'къирмаджа', 'гъирмаджа', 'гырманҹä', 'къирмадж подтвердил', 'къирмаж подтвердил', 'гырманч', 'гъирмаж'}	DIFFERENT
the whip	152	жваркье	{'жваркье', 'жваркьел', 'жваркьян', 'жоркьил', 'кирмадж'}	{'жваркье', 'жваркьян', 'жваркьел', 'жоркьил'}	DIFFERENT
the whip	152	кирмадж	{'жваркье', 'жваркьел', 'жваркьян', 'жоркьил', 'кирмадж'}	{'гъирмадж', 'къырмадж', 'къирмаж', 'хъирмадж', 'кирмадж', 'гъирмач', 'къирмадж', 'гермадж', 'къирмаджа', 'гъирмаджа', 'гырманҹä', 'къирмадж подтвердил', 'къирмаж подтвердил', 'гырманч', 'гъирмаж'}	DIFFERENT
the whip	152	т1ул	{'ТIВАЛ', 'т1ул'}	{'т1ул'}	DIFFERENT
the whip	152	ТIВАЛ	{'ТIВАЛ', 'т1ул'}	{'ТIВАЛ'}	DIFFERENT
the whip	152	чу1мк	{'чу1мк'}	{'шунк', 'чунк1', 'чунк1ь', 'чу1мк'}	DIFFERENT
the whip	152	чунк1	{'чунк1', 'чунк1ь'}	{'шунк', 'чунк1', 'чунк1ь', 'чу1мк'}	DIFFERENT
the whip	152	чурукь	{'чурутI', 'чурут1в', 'чурукь', 'чурут'}	{'чурутI', 'чурут1в', 'чяркьут', 'чурукь', 'чурут'}	DIFFERENT
the whip	152	чяркьут	{'чяркьут'}	{'чурутI', 'чурут1в', 'чяркьут', 'чурукь', 'чурут'}	DIFFERENT
the whip	152	шунк	{'шунк'}	{'шунк', 'чунк1', 'чунк1ь', 'чу1мк'}	DIFFERENT
the widow	153	dul	{'тул', 'дул', 'dul', 'жилир гъакьи хпир', 'dul podtv', 'дул хатум'}	{'тул', 'дул', 'dul', 'dul podtv', 'дул хатум'}	DIFFERENT
the widow	153	q’orolaj	{'q’orolaj', 'КЪОРОЛÁЙ', 'qorolay', 'къорола', 'къоролай'}	{'q’orolaj', 'КЪОРОЛÁЙ', 'qorolay', 'къорола', 'хъоролай', 'къоролай'}	DIFFERENT
the widow	153	аскин	{'аскин'}	{'ашкин', 'ашк1ин', 'ашкIин', 'аскин'}	DIFFERENT
the widow	153	ач1ни хпир	{'гьечни шив', 'гьеч1ни шив', 'гьечlни шив', 'ач1них бир', 'хэчlни шив', 'гьеч1ни хпир', 'гьечни шир', 'гьач1ни хпир', 'гьеч1ни шив подтвердил', 'ач1ни хпир', 'гьеч1ни хпир п', 'гьеч1ни шив подтв', 'ачIни дишагьли', 'гьяач1ни хпир'}	{'ач1них бир', 'гьеч1ни хпир', 'гьач1ни хпир', 'ач1ни хпир', 'гьеч1ни хпир п', 'гьяач1ни хпир'}	DIFFERENT
the widow	153	ачIни дишагьли	{'гьечни шив', 'гьеч1ни шив', 'гьечlни шив', 'ач1них бир', 'хэчlни шив', 'гьеч1ни хпир', 'гьечни шир', 'гьач1ни хпир', 'гьеч1ни шив подтвердил', 'ач1ни хпир', 'гьеч1ни хпир п', 'гьеч1ни шив подтв', 'ачIни дишагьли', 'гьяач1ни хпир'}	{'ачIни дишагьли'}	DIFFERENT
the widow	153	ашк1ин	{'ашкин', 'ашк1ин', 'ашкIин'}	{'ашкин', 'ашк1ин', 'ашкIин', 'аскин'}	DIFFERENT
the widow	153	гьеч1ни шив	{'гьечни шив', 'гьеч1ни шив', 'гьечlни шив', 'ач1них бир', 'хэчlни шив', 'гьеч1ни хпир', 'гьечни шир', 'гьач1ни хпир', 'гьеч1ни шив подтвердил', 'ач1ни хпир', 'гьеч1ни хпир п', 'гьеч1ни шив подтв', 'ачIни дишагьли', 'гьяач1ни хпир'}	{'гьечни шив', 'гьечlни шив', 'гьеч1ни шив', 'хэчlни шив', 'гьечни шир', 'гьеч1ни шив подтвердил', 'гьеч1ни шив подтв'}	DIFFERENT
the widow	153	жилир гъакьи хпир	{'тул', 'дул', 'dul', 'жилир гъакьи хпир', 'dul podtv', 'дул хатум'}	{'жилир гъакьи хпир'}	DIFFERENT
the widow	153	серекьа	{'серекьа'}	{'серо йошик1ва', 'серешик1а', 'серешк1и', 'серекьа'}	DIFFERENT
the widow	153	серешик1а	{'серо йошик1ва', 'серешик1а', 'серешк1и'}	{'серо йошик1ва', 'серешик1а', 'серешк1и', 'серекьа'}	DIFFERENT
the widow	153	хендадай	{'ХЕНДЕДА', 'хиндадый', 'хындадай', 'хиндандай', 'хендадай', 'хъоролай', 'хендеди', 'хьиндадай', 'хендеда', 'хьыдылды', 'хьиндандай', 'хиндадай'}	{'ХЕНДЕДА', 'хиндадый', 'хындадай', 'хиндандай', 'хендадай', 'хьиндадай', 'хендеди', 'хендеда', 'хьыдылды', 'хьиндандай', 'хиндадай'}	DIFFERENT
the widow	153	хъоролай	{'ХЕНДЕДА', 'хиндадый', 'хындадай', 'хиндандай', 'хендадай', 'хъоролай', 'хендеди', 'хьиндадай', 'хендеда', 'хьыдылды', 'хьиндандай', 'хиндадай'}	{'q’orolaj', 'КЪОРОЛÁЙ', 'qorolay', 'къорола', 'хъоролай', 'къоролай'}	DIFFERENT
the window	154	?т1аг	{'тIагар', 'таг', 'т1агар', 'tagheh', 'тагар', '?т1аг', 'т1аг'}	{'тIагар', 'таг', 'т1агар', 'тагар', '?т1аг', 'т1аг'}	DIFFERENT
the window	154	ak'ušk'a	{'окно', "ak'ušk'a"}	{"ak'ušk'a"}	DIFFERENT
the window	154	tagheh	{'тIагар', 'таг', 'т1агар', 'tagheh', 'тагар', '?т1аг', 'т1аг'}	{'tagheh'}	DIFFERENT
the window	154	аки	{'аки'}	{'ахъи', 'аки', 'ахъ'}	DIFFERENT
the window	154	ахъ	{'ахъи', 'ахъ'}	{'ахъи', 'аки', 'ахъ'}	DIFFERENT
the window	154	гъуIль	{'гъул', 'гъуIль', 'гъуль'}	{'къул', 'гъул', 'гъуIль', 'гъуль'}	DIFFERENT
the window	154	гьиНгвар	{'гьиНгвар', 'гьингур'}	{'ингур', 'гьиНгвар', 'гьингур'}	DIFFERENT
the window	154	дəлик	{'дəлик'}	{'дешик', 'дəлик'}	DIFFERENT
the window	154	дешик	{'дешик'}	{'дешик', 'дəлик'}	DIFFERENT
the window	154	иго	{'иго', 'ингур'}	{'иго'}	DIFFERENT
the window	154	ингур	{'иго', 'ингур'}	{'ингур', 'гьиНгвар', 'гьингур'}	DIFFERENT
the window	154	къул	{'къул'}	{'къул', 'гъул', 'гъуIль', 'гъуль'}	DIFFERENT
the window	154	окно	{'окно', "ak'ušk'a"}	{'окно'}	DIFFERENT
the wine	155	çaxır	{'чагъир', 'ч1агьир', 'чихир', 'чягъир', 'чяхир', 'чехир', 'ччяхир', 'čiχir', 'чахир', 'чахур', 'чагъыр', 'çaxır', 'чахыр', 'ччагъир', 'чагъы1р'}	{'чагъир', 'ч1агьир', 'чихир', 'чягъир', 'чяхир', 'чехир', 'ччяхир', 'čiχir', 'чахир', 'чахур', 'чагъыр', 'çaxır', 'чахыр', 'чаг1ар', 'ччагъир', 'чагъы1р'}	DIFFERENT
the wine	155	ɣino	{'ɣino'}	{'вино', 'ʁüjne', 'ʁine', 'ɣino', 'ʁvino', 'RUS', 'гъвино'}	DIFFERENT
the wine	155	RUS	{'вино', 'RUS'}	{'вино', 'ʁüjne', 'ʁine', 'ɣino', 'ʁvino', 'RUS', 'гъвино'}	DIFFERENT
the wine	155	ʁine	{'ʁüjne', 'ʁvino', 'гъвино', 'ʁine'}	{'вино', 'ʁüjne', 'ʁine', 'ɣino', 'ʁvino', 'RUS', 'гъвино'}	DIFFERENT
the wine	155	жа	{'жа'}	{'жа', 'жана'}	DIFFERENT
the wine	155	жана	{'жана'}	{'жа', 'жана'}	DIFFERENT
the wine	155	чаг1а	{'чаг1ар', 'чаг1а'}	{'чаг1а'}	DIFFERENT
the wine	155	чаг1ар	{'чаг1ар', 'чаг1а'}	{'чагъир', 'ч1агьир', 'чихир', 'чягъир', 'чяхир', 'чехир', 'ччяхир', 'čiχir', 'чахир', 'чахур', 'чагъыр', 'çaxır', 'чахыр', 'чаг1ар', 'ччагъир', 'чагъы1р'}	DIFFERENT
the wing	156	bar	{'bar', 'par'}	{'bar'}	DIFFERENT
the wing	156	janaah	{'janaah', 'хилинк1ав', 'jenah'}	{'janaah', 'jenah'}	DIFFERENT
the wing	156	k1ana	{'k1ana', 'kanaf', 'къанад', 'хъанет подтвердил', "q'anad", 'къанат', "q'anadi", 'хъанатта', 'къенед', 'хъанет', 'qanad', "q'anat", 'хъенет'}	{'k1ana'}	DIFFERENT
the wing	156	kanaf	{'k1ana', 'kanaf', 'къанад', 'хъанет подтвердил', "q'anad", 'къанат', "q'anadi", 'хъанатта', 'къенед', 'хъанет', 'qanad', "q'anat", 'хъенет'}	{'kanaf'}	DIFFERENT
the wing	156	par	{'bar', 'par'}	{'parreh', 'par'}	DIFFERENT
the wing	156	parreh	{'parreh'}	{'parreh', 'par'}	DIFFERENT
the wing	156	q'anad	{'k1ana', 'kanaf', 'къанад', 'хъанет подтвердил', "q'anad", 'къанат', "q'anadi", 'хъанатта', 'къенед', 'хъанет', 'qanad', "q'anat", 'хъенет'}	{'къанад', 'хъанет подтвердил', "q'anad", 'къанат', "q'anadi", 'хъанатта', 'къенед', 'хъанет', 'qanad', "q'anat", 'хъенет'}	DIFFERENT
the wing	156	дикала	{'дикала', 'диквала'}	{'дикала', 'диквала', 'кыли'}	DIFFERENT
the wing	156	кваркьи	{'кваркьи', 'квач1и'}	{'кваркьи', 'лел', 'лела'}	DIFFERENT
the wing	156	квач1и	{'кваркьи', 'квач1и'}	{'лув', 'квач1и'}	DIFFERENT
the wing	156	крыло	{'крыло'}	{'лъиро', 'крыло', 'лъиру'}	DIFFERENT
the wing	156	кыли	{'кыли'}	{'дикала', 'диквала', 'кыли'}	DIFFERENT
the wing	156	лел	{'лел', 'лела'}	{'кваркьи', 'лел', 'лела'}	DIFFERENT
the wing	156	лув	{'лув'}	{'лув', 'квач1и'}	DIFFERENT
the wing	156	лъиро	{'лъиро', 'лъиру'}	{'лъиро', 'крыло', 'лъиру'}	DIFFERENT
the wing	156	хил	{'хыли', 'хил', 'хьыли'}	{'хинимцц', 'хиниц', 'хилимцц', 'хинипдзи', 'хлимцц', 'хлинцц', 'хлицц', 'хилинц', 'хил', 'хилимцци', 'хлинц', 'хницц', 'хилинцц'}	DIFFERENT
the wing	156	хилимцц	{'хинимцц', 'хиниц', 'хилимцц', 'хлимцц', 'хлинцц', 'хлицц', 'хилинц', 'хилимцци', 'хлинц', 'хницц', 'хилинцц'}	{'хинимцц', 'хиниц', 'хилимцц', 'хинипдзи', 'хлимцц', 'хлинцц', 'хлицц', 'хилинц', 'хил', 'хилимцци', 'хлинц', 'хницц', 'хилинцц'}	DIFFERENT
the wing	156	хилинк1ав	{'janaah', 'хилинк1ав', 'jenah'}	{'хыли', 'хилинк1ав', 'хьыли'}	DIFFERENT
the wing	156	хинипдзи	{'хинипдзи'}	{'хинимцц', 'хиниц', 'хилимцц', 'хинипдзи', 'хлимцц', 'хлинцц', 'хлицц', 'хилинц', 'хил', 'хилимцци', 'хлинц', 'хницц', 'хилинцц'}	DIFFERENT
the wing	156	хыли	{'хыли', 'хил', 'хьыли'}	{'хыли', 'хилинк1ав', 'хьыли'}	DIFFERENT
the wolf	157	bac’o	{'bac’o (1)', 'боцIе', 'бац1а', 'бёрю', 'бец1', 'боц1и', 'бацI', 'боцIи', 'bac’o', 'бач1а'}	{'bac’o (1)', 'боцIе', 'бац1а', 'бец1', 'боц1и', 'бацI', 'боцIи', 'bac’o', 'бач1а'}	DIFFERENT
the wolf	157	бёрю	{'bac’o (1)', 'боцIе', 'бац1а', 'бёрю', 'бец1', 'боц1и', 'бацI', 'боцIи', 'bac’o', 'бач1а'}	{'бёрю'}	DIFFERENT
the wolf	157	губул	{'губул', 'убул'}	{'губул'}	DIFFERENT
the wolf	157	убул	{'губул', 'убул'}	{'убул'}	DIFFERENT
the wolf	157	х1уч	{'хIуч', 'хъумур', 'х1уч'}	{'хIуч', 'х1уч'}	DIFFERENT
the wolf	157	хъумур	{'хIуч', 'хъумур', 'х1уч'}	{'хъумур'}	DIFFERENT
the work	158	hält’i	{'hält’i'}	{'hält’i', 'х1алт1и', 'хIалтIи'}	DIFFERENT
the work	158	iş	{'иш', 'ищ', 'iş'}	{'iş'}	DIFFERENT
the work	158	kar	{'кар', 'к1ар', 'kar'}	{'kar'}	DIFFERENT
the work	158	sak'me	{"sak'me", 'sakme', 'sakme - ok', 'sak1me', 'ýш'}	{'sakme - ok', "sak'me", 'sakme', 'sak1me'}	DIFFERENT
the work	158	ýш	{"sak'me", 'sakme', 'sakme - ok', 'sak1me', 'ýш'}	{'ищ', 'иш', 'ýш'}	DIFFERENT
the work	158	г1ячу	{'гъянчи', 'г1ячу просто фарингализация', 'г1ячу', 'гьянч1и'}	{'г1ячу просто фарингализация', 'г1ячу'}	DIFFERENT
the work	158	гвалах	{'к1валах', 'гвалах', 'квалах', 'к1алах'}	{'гвалах'}	DIFFERENT
the work	158	гъибикIу китаб	{'гъибикIу китаб', 'кукъи'}	{'гъибикIу китаб'}	DIFFERENT
the work	158	гъянчи	{'гъянчи', 'г1ячу просто фарингализация', 'г1ячу', 'гьянч1и'}	{'гъянчи', 'х1янчи', 'гьянч1и'}	DIFFERENT
the work	158	иш	{'иш', 'ищ', 'iş'}	{'ищ', 'иш', 'ýш'}	DIFFERENT
the work	158	к1алах	{'к1валах', 'гвалах', 'квалах', 'к1алах'}	{'к1валах', 'квалах', 'к1алах'}	DIFFERENT
the work	158	к1ар	{'кар', 'к1ар', 'kar'}	{'кар', 'к1ар'}	DIFFERENT
the work	158	кукъи	{'гъибикIу китаб', 'кукъи'}	{'кукъи'}	DIFFERENT
the work	158	х1алт1и	{'х1алт1и', 'хIалтIи'}	{'hält’i', 'х1алт1и', 'хIалтIи'}	DIFFERENT
the work	158	х1янчи	{'х1янчи'}	{'гъянчи', 'х1янчи', 'гьянч1и'}	DIFFERENT
the worm	159	miliχˤu	{'милякь', 'мюляк', 'миляхъ', 'мюляк п', 'мюляхъ', 'мяляхъв', 'мяляхъ', 'мяляхъв подтвердил', 'миляхъв', 'милякъв', 'милякъ', 'мяляхъ маленький', 'мулюх', 'мулюхъ', 'мухъ', 'милехъв', 'miliχˤu', 'мелехъв'}	{'miliχˤu'}	DIFFERENT
the worm	159	q(g)urd	{'къурт', 'q(g)urd', 'хурт', 'qurd', 'къирмизикъурт'}	{'qurd', 'q(g)urd', 'къурт', 'гурт'}	DIFFERENT
the worm	159	гурт	{'гурт'}	{'qurd', 'q(g)urd', 'къурт', 'гурт'}	DIFFERENT
the worm	159	къирмизикъурт	{'къурт', 'q(g)urd', 'хурт', 'qurd', 'къирмизикъурт'}	{'къирмизикъурт'}	DIFFERENT
the worm	159	мелехъв	{'милякь', 'мюляк', 'миляхъ', 'мюляк п', 'мюляхъ', 'мяляхъв', 'мяляхъ', 'мяляхъв подтвердил', 'миляхъв', 'милякъв', 'милякъ', 'мяляхъ маленький', 'мулюх', 'мулюхъ', 'мухъ', 'милехъв', 'miliχˤu', 'мелехъв'}	{'милякь', 'мюляк', 'миляхъ', 'мюляк п', 'мюляхъ', 'мяляхъв', 'мяляхъ', 'мяляхъв подтвердил', 'миляхъв', 'милякъв', 'милякъ', 'мяляхъ маленький', 'мулюх', 'мулюхъ', 'мухъ', 'милехъв', 'мелехъв'}	DIFFERENT
the worm	159	хIутI	{'хIутI'}	{'хIутI', 'хурт'}	DIFFERENT
the worm	159	хурт	{'къурт', 'q(g)urd', 'хурт', 'qurd', 'къирмизикъурт'}	{'хIутI', 'хурт'}	DIFFERENT
the year	160	il	{'йиль', 'иль', 'йил', 'il', 'йыл'}	{'йим', 'йиль', 'иль', 'йил', 'il', 'йыл'}	DIFFERENT
the year	160	sːan	{'сен', 'сень', 'sːan', 'сон'}	{'сень', 'шо', 'sal', 'сон', 'сен', 'sːan', 'sanah'}	DIFFERENT
the year	160	sal	{'sal'}	{'сень', 'шо', 'sal', 'сон', 'сен', 'sːan', 'sanah'}	DIFFERENT
the year	160	sanah	{'sanah'}	{'сень', 'шо', 'sal', 'сон', 'сен', 'sːan', 'sanah'}	DIFFERENT
the year	160	ис	{'ис', 'йюс', 'йис'}	{'йизи', 'ис', 'йюс', 'йис'}	DIFFERENT
the year	160	йизи	{'йизи'}	{'йизи', 'ис', 'йюс', 'йис'}	DIFFERENT
the year	160	йим	{'йим'}	{'йим', 'йиль', 'иль', 'йил', 'il', 'йыл'}	DIFFERENT
